Target,Source,Weight,Type
D. T. Lee,Franz Aurenhammer,1,Undirected
Danny Z. Chen,Franz Aurenhammer,1,Undirected
Evanthia Papadopoulou,Franz Aurenhammer,1,Undirected
Oswin Aichholzer,Asish Mukhopadhyay,1,Undirected
D. T. Lee,Asish Mukhopadhyay,1,Undirected
Danny Z. Chen,Asish Mukhopadhyay,1,Undirected
Asish Mukhopadhyay,Evanthia Papadopoulou,1,Undirected
Oswin Aichholzer,D. T. Lee,1,Undirected
Danny Z. Chen,Oswin Aichholzer,1,Undirected
Oswin Aichholzer,Evanthia Papadopoulou,1,Undirected
Danny Z. Chen,D. T. Lee,1,Undirected
D. T. Lee,Evanthia Papadopoulou,3,Undirected
Danny Z. Chen,Evanthia Papadopoulou,1,Undirected
Oswin Aichholzer,Michael Taschwer,2,Undirected
Naoki Katoh,Michael Taschwer,1,Undirected
Siu-Wing Cheng,Michael Taschwer,1,Undirected
Gunter Rote,Michael Taschwer,2,Undirected
Yin-Feng Xu,Michael Taschwer,1,Undirected
Franz Aurenhammer,Michael Taschwer,2,Undirected
Oswin Aichholzer,Naoki Katoh,1,Undirected
Oswin Aichholzer,Siu-Wing Cheng,1,Undirected
Oswin Aichholzer,Gunter Rote,13,Undirected
Oswin Aichholzer,Yin-Feng Xu,3,Undirected
Siu-Wing Cheng,Naoki Katoh,2,Undirected
Naoki Katoh,Gunter Rote,1,Undirected
Naoki Katoh,Yin-Feng Xu,1,Undirected
Naoki Katoh,Franz Aurenhammer,1,Undirected
Siu-Wing Cheng,Gunter Rote,1,Undirected
Siu-Wing Cheng,Yin-Feng Xu,3,Undirected
Siu-Wing Cheng,Franz Aurenhammer,1,Undirected
Gunter Rote,Yin-Feng Xu,3,Undirected
Gunter Rote,Franz Aurenhammer,8,Undirected
Franz Aurenhammer,Yin-Feng Xu,3,Undirected
Elmar Langetepe,Franz Aurenhammer,4,Undirected
Rolf Klein,Franz Aurenhammer,6,Undirected
Franz Aurenhammer,Christian Icking,4,Undirected
Elmar Langetepe,Oswin Aichholzer,4,Undirected
Elmar Langetepe,Gunter Rote,4,Undirected
Oswin Aichholzer,Rolf Klein,4,Undirected
Rolf Klein,Gunter Rote,4,Undirected
Oswin Aichholzer,Christian Icking,4,Undirected
Gunter Rote,Christian Icking,8,Undirected
Hannes Krasser,Franz Aurenhammer,2,Undirected
Oswin Aichholzer,Hannes Krasser,2,Undirected
Vera Sacristan,Hank Meijer,1,Undirected
Erik D. Demaine,Hank Meijer,1,Undirected
Oswin Aichholzer,Hank Meijer,1,Undirected
David Bremner,Hank Meijer,1,Undirected
Hank Meijer,Michael Soss,1,Undirected
Vera Sacristan,Erik D. Demaine,1,Undirected
Vera Sacristan,Oswin Aichholzer,1,Undirected
David Bremner,Vera Sacristan,1,Undirected
Vera Sacristan,Michael Soss,1,Undirected
Oswin Aichholzer,Erik D. Demaine,2,Undirected
David Bremner,Erik D. Demaine,1,Undirected
Erik D. Demaine,Michael Soss,2,Undirected
David Bremner,Oswin Aichholzer,1,Undirected
Oswin Aichholzer,Michael Soss,2,Undirected
David Bremner,Michael Soss,1,Undirected
Ferran Hurtado,Erik D. Demaine,1,Undirected
Jeff Erickson,Erik D. Demaine,3,Undirected
Erik D. Demaine,Godfried T. Toussaint,3,Undirected
Mark H. Overmars,Erik D. Demaine,4,Undirected
Ferran Hurtado,Jeff Erickson,1,Undirected
Ferran Hurtado,Michael Soss,1,Undirected
Ferran Hurtado,Godfried T. Toussaint,3,Undirected
Ferran Hurtado,Mark H. Overmars,1,Undirected
Jeff Erickson,Oswin Aichholzer,1,Undirected
Jeff Erickson,Michael Soss,1,Undirected
Jeff Erickson,Godfried T. Toussaint,1,Undirected
Jeff Erickson,Mark H. Overmars,1,Undirected
Oswin Aichholzer,Godfried T. Toussaint,1,Undirected
Mark H. Overmars,Oswin Aichholzer,1,Undirected
Godfried T. Toussaint,Michael Soss,3,Undirected
Mark H. Overmars,Michael Soss,1,Undirected
Mark H. Overmars,Godfried T. Toussaint,5,Undirected
Gunter M. Ziegler,M. Aigner,1,Undirected
John Milligan Airey,J. H. Rohlf,1,Undirected
J. H. Rohlf,F. P. Brooks,1,Undirected
John Milligan Airey,F. P. Brooks,1,Undirected
L. M. Patniak,V. G. Ajjanagadde,1,Undirected
E. Szemeredi,M. Ajtai,5,Undirected
M. Newborn,M. Ajtai,1,Undirected
V. Chvatal,M. Ajtai,1,Undirected
E. Szemeredi,M. Newborn,1,Undirected
E. Szemeredi,V. Chvatal,1,Undirected
M. Newborn,V. Chvatal,1,Undirected
J. Komlos,M. Ajtai,5,Undirected
William L. Steiger,M. Ajtai,2,Undirected
E. Szemeredi,J. Komlos,6,Undirected
E. Szemeredi,William L. Steiger,7,Undirected
J. Komlos,William L. Steiger,2,Undirected
J. Komlos,G. Tusnady,1,Undirected
G. Tusnady,M. Ajtai,1,Undirected
N. Megiddo,M. Ajtai,2,Undirected
S. Akella,M. T. Mason,2,Undirected
W. Huang,M. T. Mason,1,Undirected
M. T. Mason,K. M. Lynch,2,Undirected
S. Akella,W. Huang,1,Undirected
S. Akella,K. M. Lynch,1,Undirected
W. Huang,K. M. Lynch,1,Undirected
David Harel,S. B. Akers,1,Undirected
B. Krishnamurthy,David Harel,1,Undirected
B. Krishnamurthy,S. B. Akers,4,Undirected
I. Ya. Akimova,A. P. Akimov,1,Undirected
Jin Akiyama,N. Alon,1,Undirected
Jin Akiyama,Jorge Urrutia,2,Undirected
Takao Nishizeki,N. Saito,2,Undirected
T. Akiyama,N. Saito,1,Undirected
Takao Nishizeki,T. Akiyama,1,Undirected
S. G. Akl,David H. Rappaport,1,Undirected
David H. Rappaport,Hank Meijer,14,Undirected
S. G. Akl,Hank Meijer,7,Undirected
S. G. Akl,Kelly A. Lyons,1,Undirected
S. G. Akl,J. Meijer,1,Undirected
S. G. Akl,Ivan Stojmenovic,3,Undirected
S. G. Akl,K. Qiu,5,Undirected
Ivan Stojmenovic,K. Qiu,1,Undirected
S. G. Akl,K. Qui,2,Undirected
Ivan Stojmenovic,K. Qui,2,Undirected
S. G. Akl,Godfried T. Toussaint,5,Undirected
Varol Akman,W. Randolph Franklin,16,Undirected
W. Randolph Franklin,Chandrasekhar Narayanaswami,8,Undirected
Chandrasekhar Narayanaswami,Mohan S. Kankanhalli,4,Undirected
Varol Akman,Chandrasekhar Narayanaswami,1,Undirected
W. Randolph Franklin,Mohan S. Kankanhalli,9,Undirected
Varol Akman,Mohan S. Kankanhalli,3,Undirected
Tatsuya Akutsu,Takeshi Tokuyama,2,Undirected
Takeshi Tokuyama,Susumu Hasegawa,1,Undirected
Yasukazu Aoki,Takeshi Tokuyama,1,Undirected
Takeshi Tokuyama,Hiroshi Imai,3,Undirected
Tatsuya Akutsu,Susumu Hasegawa,1,Undirected
Tatsuya Akutsu,Yasukazu Aoki,1,Undirected
Tatsuya Akutsu,Hiroshi Imai,1,Undirected
Yasukazu Aoki,Susumu Hasegawa,2,Undirected
Susumu Hasegawa,Hiroshi Imai,3,Undirected
Yasukazu Aoki,Hiroshi Imai,2,Undirected
Tatsuya Akutsu,M. M. Halldorsson,1,Undirected
Tatsuya Akutsu,Hisao Tamaki,1,Undirected
Takeshi Tokuyama,Hisao Tamaki,5,Undirected
A. J. Al-Khalili,D. Al-Khalili,1,Undirected
K. Ammar,D. Al-Khalili,1,Undirected
A. J. Al-Khalili,K. Ammar,1,Undirected
Jorge Urrutia,F. Al-Thukair,1,Undirected
I. Rival,Jorge Urrutia,10,Undirected
A. Pelc,Jorge Urrutia,2,Undirected
I. Rival,F. Al-Thukair,1,Undirected
A. Pelc,F. Al-Thukair,1,Undirected
I. Rival,A. Pelc,5,Undirected
Joseph S. B. Mitchell,G. Albers,1,Undirected
Joseph S. B. Mitchell,Thomas Roos,3,Undirected
Leonidas J. Guibas,Joseph S. B. Mitchell,6,Undirected
G. Albers,Thomas Roos,3,Undirected
Leonidas J. Guibas,G. Albers,1,Undirected
Leonidas J. Guibas,Thomas Roos,3,Undirected
Sven Schuierer,Susanne Albers,1,Undirected
Klaus Kursawe,Susanne Albers,1,Undirected
Sven Schuierer,Klaus Kursawe,1,Undirected
Stefan Naher,Petra Mutzel,1,Undirected
C. Gutwenger,Petra Mutzel,1,Undirected
Petra Mutzel,D. Alberts,1,Undirected
Stefan Naher,C. Gutwenger,1,Undirected
Stefan Naher,D. Alberts,1,Undirected
C. Gutwenger,D. Alberts,1,Undirected
M. R. Henzinger,D. Alberts,1,Undirected
R. Haas,Joseph O'Rourke,2,Undirected
M. O. Albertson,Joseph O'Rourke,2,Undirected
R. Haas,M. O. Albertson,2,Undirected
M. O. Albertson,C. J. O'Keefe,1,Undirected
M. O. Albertson,J. P. Hutchinson,1,Undirected
A. D. Aleksandrov,U. A. Zalgaller,1,Undirected
Lyudmil Aleksandrov,Mark Lanthier,2,Undirected
Jorg-Rudiger Sack,Mark Lanthier,8,Undirected
Mark Lanthier,Anil Maheshwari,8,Undirected
Lyudmil Aleksandrov,Jorg-Rudiger Sack,2,Undirected
Lyudmil Aleksandrov,Anil Maheshwari,2,Undirected
Jorg-Rudiger Sack,Anil Maheshwari,20,Undirected
Laszlo Lovasz,R. J. Lipton,1,Undirected
R. Aleliunas,R. J. Lipton,1,Undirected
R. M. Karp,R. J. Lipton,1,Undirected
C. Rackoff,R. J. Lipton,1,Undirected
Laszlo Lovasz,R. Aleliunas,1,Undirected
R. M. Karp,Laszlo Lovasz,2,Undirected
C. Rackoff,Laszlo Lovasz,1,Undirected
R. M. Karp,R. Aleliunas,1,Undirected
C. Rackoff,R. Aleliunas,1,Undirected
C. Rackoff,R. M. Karp,1,Undirected
Panagiotis D. Alevizos,V. Bistiolas,1,Undirected
V. Bistiolas,D. Sofotassios,4,Undirected
V. Bistiolas,Athanasios Tsakalidis,4,Undirected
Panagiotis D. Alevizos,D. Sofotassios,1,Undirected
Panagiotis D. Alevizos,Athanasios Tsakalidis,1,Undirected
D. Sofotassios,Athanasios Tsakalidis,4,Undirected
Panagiotis D. Alevizos,Franco P. Preparata,4,Undirected
Franco P. Preparata,Jean-Daniel Boissonnat,14,Undirected
Panagiotis D. Alevizos,Jean-Daniel Boissonnat,8,Undirected
Panagiotis D. Alevizos,Mariette Yvinec,4,Undirected
Jean-Daniel Boissonnat,Mariette Yvinec,29,Undirected
J. Beck,J. R. Alexander,1,Undirected
W. W. L. Chen,J. Beck,1,Undirected
W. W. L. Chen,J. R. Alexander,1,Undirected
Neil C. Rowe,J. R. Alexander,2,Undirected
G. L. Alexanderson,J. E. Wetzel,3,Undirected
P. D. Tsanakas,N. A. Alexandridis,1,Undirected
H. Hopf,P. Alexandroff,1,Undirected
M. Alfaro,J. Foisy,1,Undirected
J. Zimba,J. Foisy,1,Undirected
J. Brock,J. Foisy,1,Undirected
J. Foisy,N. Hodges,1,Undirected
J. Zimba,M. Alfaro,1,Undirected
J. Brock,M. Alfaro,1,Undirected
M. Alfaro,N. Hodges,1,Undirected
J. Zimba,J. Brock,1,Undirected
J. Zimba,N. Hodges,1,Undirected
J. Brock,N. Hodges,1,Undirected
M. Alfaro,K. von Haam,2,Undirected
R. Kochar,K. von Haam,2,Undirected
K. Hodges,K. von Haam,2,Undirected
Z. Mahmood,K. von Haam,2,Undirected
A. Levy,K. von Haam,2,Undirected
L. Kuklinski,K. von Haam,2,Undirected
M. A. Conger,K. von Haam,2,Undirected
R. Kochar,M. Alfaro,2,Undirected
K. Hodges,M. Alfaro,2,Undirected
Z. Mahmood,M. Alfaro,2,Undirected
A. Levy,M. Alfaro,2,Undirected
L. Kuklinski,M. Alfaro,2,Undirected
M. A. Conger,M. Alfaro,2,Undirected
R. Kochar,K. Hodges,2,Undirected
R. Kochar,Z. Mahmood,2,Undirected
R. Kochar,A. Levy,2,Undirected
R. Kochar,L. Kuklinski,2,Undirected
R. Kochar,M. A. Conger,2,Undirected
K. Hodges,Z. Mahmood,2,Undirected
K. Hodges,A. Levy,2,Undirected
K. Hodges,L. Kuklinski,2,Undirected
K. Hodges,M. A. Conger,2,Undirected
Z. Mahmood,A. Levy,2,Undirected
Z. Mahmood,L. Kuklinski,2,Undirected
Z. Mahmood,M. A. Conger,2,Undirected
A. Levy,L. Kuklinski,2,Undirected
M. A. Conger,A. Levy,2,Undirected
M. A. Conger,L. Kuklinski,2,Undirected
R. E. Barnhill,P. Alfeld,1,Undirected
F. J. Schmitt,M.-E. Algorri,1,Undirected
L. A. Newberg,F. Alizadeh,1,Undirected
R. M. Karp,F. Alizadeh,1,Undirected
D. K. Weisser,F. Alizadeh,1,Undirected
R. M. Karp,L. A. Newberg,1,Undirected
L. A. Newberg,D. K. Weisser,1,Undirected
R. M. Karp,D. K. Weisser,1,Undirected
Debasish Dutta,Seth Allen,3,Undirected
E. Allgower,S. Gnutzmann,1,Undirected
P. H. Schmidt,F. L. Allgower,1,Undirected
Pierre Alliez,Mathieu Desbrun,1,Undirected
Jack Scott Snoeyink,Pierre Alliez,2,Undirected
Jack Scott Snoeyink,Olivier Devillers,2,Undirected
Pierre Alliez,Olivier Devillers,2,Undirected
D. C. S. Allison,M. T. Noga,3,Undirected
G. S. Almasi,A. Gottlieb,1,Undirected
V. K. Prasanna Kumar,H. M. Alnuweiri,2,Undirected
A. Bandyopadhyay,I. Weiss,1,Undirected
J. Aloimonos,I. Weiss,1,Undirected
A. Bandyopadhyay,J. Aloimonos,1,Undirected
Yossi Azar,N. Alon,5,Undirected
N. Alon,Z. Furedi,3,Undirected
D. J. Kleitman,Z. Furedi,3,Undirected
Z. Furedi,I. Barany,7,Undirected
D. J. Kleitman,N. Alon,5,Undirected
N. Alon,I. Barany,2,Undirected
D. J. Kleitman,I. Barany,2,Undirected
P. Erdos,N. Alon,1,Undirected
M. Katachalski,Z. Furedi,1,Undirected
M. Katachalski,N. Alon,3,Undirected
Johan Hastad,O. Goldreich,1,Undirected
R. Peralta,O. Goldreich,1,Undirected
N. Alon,O. Goldreich,1,Undirected
Johan Hastad,R. Peralta,1,Undirected
Johan Hastad,N. Alon,1,Undirected
N. Alon,R. Peralta,1,Undirected
Ervin Gyori,N. Alon,1,Undirected
D. Haussler,N. Alon,1,Undirected
Emo Welzl,N. Alon,1,Undirected
D. Haussler,Emo Welzl,3,Undirected
G. Kalai,N. Alon,2,Undirected
W. R. Pulleyblank,N. Alon,2,Undirected
M. Katachalski,W. R. Pulleyblank,2,Undirected
N. Megiddo,N. Alon,1,Undirected
M. A. Perles,N. Alon,1,Undirected
Subash Suri,S. Rajagopalan,1,Undirected
S. Rajagopalan,N. Alon,1,Undirected
Baruch Schieber,N. Alon,1,Undirected
P. D. Seymour,R. Thomas,2,Undirected
N. Alon,R. Thomas,1,Undirected
P. D. Seymour,N. Alon,1,Undirected
J. Spencer,N. Alon,1,Undirected
Laurent Alonso,Edward M. Reingold,1,Undirected
Edward M. Reingold,Arthur S. Goldstein,2,Undirected
Laurent Alonso,Arthur S. Goldstein,1,Undirected
P. G. Alourdas,S. T. Tuohy,3,Undirected
G. R. Hottel,S. T. Tuohy,3,Undirected
P. G. Alourdas,G. R. Hottel,3,Undirected
L. Carter,E. Feig,1,Undirected
B. Alpern,E. Feig,1,Undirected
B. Alpern,L. Carter,2,Undirected
J. B. Rosen,P. E. Sweeney,1,Undirected
B. Alpern,P. E. Sweeney,1,Undirected
P. E. Sweeney,R. Hoover,1,Undirected
P. E. Sweeney,F. K. Zadeck,1,Undirected
J. B. Rosen,B. Alpern,1,Undirected
J. B. Rosen,R. Hoover,1,Undirected
J. B. Rosen,F. K. Zadeck,1,Undirected
B. Alpern,R. Hoover,1,Undirected
B. Alpern,F. K. Zadeck,1,Undirected
R. Hoover,F. K. Zadeck,1,Undirected
M. H. Alsuwaiyel,D. T. Lee,2,Undirected
Helmut Alt,Oswin Aichholzer,3,Undirected
Helmut Alt,Gunter Rote,6,Undirected
Helmut Alt,Bernd Behrends,3,Undirected
Helmut Alt,J. Blomer,4,Undirected
J. Blomer,Bernd Behrends,2,Undirected
H. Wagener,Helmut Alt,4,Undirected
Helmut Alt,Michael Godau,8,Undirected
H. Wagener,Michael Godau,2,Undirected
H. Wagener,J. Blomer,2,Undirected
J. Blomer,Michael Godau,2,Undirected
Kurt Mehlhorn,N. Blum,2,Undirected
Helmut Alt,N. Blum,1,Undirected
Helmut Alt,Kurt Mehlhorn,11,Undirected
Ferran Hurtado,Marc Noy,17,Undirected
Helmut Alt,Marc Noy,1,Undirected
Marc Noy,Stefan Felsner,1,Undirected
Ferran Hurtado,Helmut Alt,1,Undirected
Ferran Hurtado,Stefan Felsner,1,Undirected
Helmut Alt,Stefan Felsner,1,Undirected
Stefan Naher,Helmut Alt,4,Undirected
Helmut Alt,Rudolf Fleischer,2,Undirected
Helmut Alt,Stefan Schirra,2,Undirected
Helmut Alt,Christian Uhrig,2,Undirected
Helmut Alt,Michael Kaufmann,2,Undirected
Stefan Naher,Rudolf Fleischer,2,Undirected
Stefan Naher,Stefan Schirra,10,Undirected
Stefan Naher,Kurt Mehlhorn,29,Undirected
Stefan Naher,Christian Uhrig,12,Undirected
Stefan Naher,Michael Kaufmann,2,Undirected
Rudolf Fleischer,Stefan Schirra,5,Undirected
Rudolf Fleischer,Kurt Mehlhorn,7,Undirected
Rudolf Fleischer,Christian Uhrig,2,Undirected
Rudolf Fleischer,Michael Kaufmann,2,Undirected
Stefan Schirra,Kurt Mehlhorn,16,Undirected
Christian Uhrig,Stefan Schirra,9,Undirected
Michael Kaufmann,Stefan Schirra,2,Undirected
Christian Uhrig,Kurt Mehlhorn,11,Undirected
Michael Kaufmann,Kurt Mehlhorn,6,Undirected
Michael Kaufmann,Christian Uhrig,2,Undirected
Helmut Alt,Gerald Weber,4,Undirected
Helmut Alt,Ulrich Fuchs,3,Undirected
Gerald Weber,Ulrich Fuchs,3,Undirected
Gerald Weber,Gunter Rote,3,Undirected
Ulrich Fuchs,Gunter Rote,5,Undirected
Helmut Alt,V. Geffert,1,Undirected
V. Geffert,Kurt Mehlhorn,1,Undirected
Sue H. Whitesides,Michael Godau,2,Undirected
Helmut Alt,Sue H. Whitesides,2,Undirected
Leonidas J. Guibas,Helmut Alt,2,Undirected
Helmut Alt,Ulrich Hoffmann,1,Undirected
Jack Scott Snoeyink,Helmut Alt,1,Undirected
Jack Scott Snoeyink,David Hsu,1,Undirected
Helmut Alt,David Hsu,1,Undirected
Helmut Alt,Christian Knauer,2,Undirected
Helmut Alt,Carola Wenk,1,Undirected
Christian Knauer,Carola Wenk,1,Undirected
Helmut Alt,J. I. Munro,2,Undirected
J. I. Munro,Kurt Mehlhorn,2,Undirected
Helmut Alt,Emo Welzl,4,Undirected
H. Wagener,Kurt Mehlhorn,2,Undirected
H. Wagener,Emo Welzl,2,Undirected
Emo Welzl,Kurt Mehlhorn,9,Undirected
Helmut Alt,Otfried Schwarzkopf,1,Undirected
Helmut Alt,Barbara Wolfers,1,Undirected
Emo Welzl,Barbara Wolfers,3,Undirected
Helmut Alt,Chee-Keng Yap,4,Undirected
Kurt Mehlhorn,E. Althaus,2,Undirected
Stefan Naher,E. Althaus,1,Undirected
Stefan Schirra,E. Althaus,1,Undirected
David P. Dobkin,D. A. Joseph,2,Undirected
David P. Dobkin,Gautam Das,2,Undirected
David P. Dobkin,I. Althofer,2,Undirected
D. A. Joseph,Gautam Das,6,Undirected
D. A. Joseph,I. Althofer,2,Undirected
Gautam Das,I. Althofer,2,Undirected
David P. Dobkin,J. Soares,1,Undirected
D. A. Joseph,J. Soares,1,Undirected
Gautam Das,J. Soares,3,Undirected
I. Althofer,J. Soares,1,Undirected
H. Tuy,G. T. Hermann,1,Undirected
J. K. Udupa,G. T. Hermann,1,Undirected
R. M. Lewitt,G. T. Hermann,1,Undirected
S. N. Srihari,G. T. Hermann,1,Undirected
A. Lent,G. T. Hermann,1,Undirected
M. D. Altschuler,G. T. Hermann,1,Undirected
Y. Censor,G. T. Hermann,1,Undirected
H. Tuy,J. K. Udupa,1,Undirected
H. Tuy,R. M. Lewitt,1,Undirected
H. Tuy,S. N. Srihari,1,Undirected
H. Tuy,A. Lent,1,Undirected
H. Tuy,M. D. Altschuler,1,Undirected
H. Tuy,Y. Censor,1,Undirected
J. K. Udupa,R. M. Lewitt,1,Undirected
J. K. Udupa,S. N. Srihari,1,Undirected
J. K. Udupa,A. Lent,1,Undirected
J. K. Udupa,M. D. Altschuler,1,Undirected
J. K. Udupa,Y. Censor,1,Undirected
R. M. Lewitt,S. N. Srihari,1,Undirected
R. M. Lewitt,A. Lent,1,Undirected
R. M. Lewitt,M. D. Altschuler,1,Undirected
R. M. Lewitt,Y. Censor,1,Undirected
S. N. Srihari,A. Lent,1,Undirected
S. N. Srihari,M. D. Altschuler,1,Undirected
S. N. Srihari,Y. Censor,1,Undirected
A. Lent,M. D. Altschuler,1,Undirected
A. Lent,Y. Censor,1,Undirected
M. D. Altschuler,Y. Censor,1,Undirected
U. Brehm,A. Altshuler,1,Undirected
F. E. Sevilgen,S. Aluru,1,Undirected
Nancy M. Amato,C. Jones,1,Undirected
C. Jones,D. Vallejo,1,Undirected
C. Jones,O. B. Bayazit,1,Undirected
C. Jones,L. K. Dale,1,Undirected
Nancy M. Amato,D. Vallejo,1,Undirected
Nancy M. Amato,O. B. Bayazit,1,Undirected
Nancy M. Amato,L. K. Dale,1,Undirected
D. Vallejo,O. B. Bayazit,1,Undirected
D. Vallejo,L. K. Dale,1,Undirected
L. K. Dale,O. B. Bayazit,1,Undirected
Nancy M. Amato,Michael T. Goodrich,6,Undirected
Edgar A. Ramos,Michael T. Goodrich,7,Undirected
Nancy M. Amato,Edgar A. Ramos,6,Undirected
Nancy M. Amato,Franco P. Preparata,3,Undirected
Marshall W. Bern,Nina Amenta,8,Undirected
David Eppstein,Marshall W. Bern,37,Undirected
David Eppstein,Nina Amenta,5,Undirected
David Eppstein,Shang-Hua Teng,6,Undirected
Marshall W. Bern,Shang-Hua Teng,3,Undirected
Shang-Hua Teng,Nina Amenta,1,Undirected
M. Kamvysselis,Nina Amenta,1,Undirected
Marshall W. Bern,M. Kamvysselis,1,Undirected
S. Choi,Nina Amenta,3,Undirected
N. Leekha,S. Choi,1,Undirected
S. Choi,Tamal K. Dey,1,Undirected
N. Leekha,Tamal K. Dey,2,Undirected
N. Leekha,Nina Amenta,1,Undirected
Tamal K. Dey,Nina Amenta,2,Undirected
S. Choi,Ravi Krishna Kolluri,1,Undirected
Ravi Krishna Kolluri,Nina Amenta,3,Undirected
M. Philips,T. Munzner,1,Undirected
S. Levy,T. Munzner,1,Undirected
Nina Amenta,T. Munzner,1,Undirected
M. Philips,S. Levy,1,Undirected
M. Philips,Nina Amenta,1,Undirected
S. Levy,Nina Amenta,1,Undirected
Gunter M. Ziegler,Nina Amenta,1,Undirected
A. Amir,G. Benson,1,Undirected
A. Amir,M. Farach,1,Undirected
D. G. Corneil,Efthymios G. Anagnostou,1,Undirected
Leonidas J. Guibas,V. G. Polimenis,1,Undirected
Leonidas J. Guibas,Efthymios G. Anagnostou,1,Undirected
V. G. Polimenis,Efthymios G. Anagnostou,1,Undirected
Stuart M. Shieber,Kathy Ryall,2,Undirected
Brad Andalman,Kathy Ryall,1,Undirected
Wheeler Ruml,Kathy Ryall,1,Undirected
Joe Marks,Kathy Ryall,2,Undirected
Brad Andalman,Stuart M. Shieber,1,Undirected
Stuart M. Shieber,Wheeler Ruml,1,Undirected
Stuart M. Shieber,Joe Marks,7,Undirected
Brad Andalman,Wheeler Ruml,1,Undirected
Brad Andalman,Joe Marks,1,Undirected
Wheeler Ruml,Joe Marks,1,Undirected
Raphael Wenger,L. Anderson,1,Undirected
Erik Brisson,Richard Anderson,2,Undirected
Richard Anderson,Paul Beame,2,Undirected
Erik Brisson,Paul Beame,2,Undirected
M. D. F. Schlag,Richard Anderson,1,Undirected
Simon Kahan,Richard Anderson,1,Undirected
M. D. F. Schlag,Simon Kahan,1,Undirected
Richard Anderson,G. Miller,1,Undirected
E. W. Mayr,R. J. Anderson,1,Undirected
E. W. Mayr,M. K. Warmuth,1,Undirected
M. K. Warmuth,R. J. Anderson,1,Undirected
Gary L. Miller,R. J. Anderson,1,Undirected
H. Woll,R. J. Anderson,1,Undirected
Raman,Nilsson,1,Undirected
Nilsson,Torben Hagerup,1,Undirected
Nilsson,Andersson,1,Undirected
Raman,Torben Hagerup,1,Undirected
Raman,Andersson,1,Undirected
Torben Hagerup,Andersson,1,Undirected
Arne Andersson,Johan Hastad,1,Undirected
Arne Andersson,Torben Hagerup,1,Undirected
Arne Andersson,Ola Petersson,1,Undirected
Johan Hastad,Torben Hagerup,1,Undirected
Johan Hastad,Ola Petersson,1,Undirected
Torben Hagerup,Ola Petersson,1,Undirected
Thomas A. Ottmann,Arne Andersson,1,Undirected
Arne Andersson,Rolf Klein,1,Undirected
Arne Andersson,Christian Icking,1,Undirected
Thomas A. Ottmann,Rolf Klein,5,Undirected
Thomas A. Ottmann,Christian Icking,3,Undirected
Peter Bro Miltersen,Arne Andersson,1,Undirected
Arne Andersson,Soren Riis,1,Undirected
Arne Andersson,Mikkel Thorup,1,Undirected
Peter Bro Miltersen,Soren Riis,1,Undirected
Peter Bro Miltersen,Mikkel Thorup,1,Undirected
Soren Riis,Mikkel Thorup,1,Undirected
Arne Andersson,Kurt Swanson,2,Undirected
L.-E. Andersson,T. J. Peters,1,Undirected
S. M. Dorney,T. J. Peters,1,Undirected
N. F. Stewart,T. J. Peters,1,Undirected
L.-E. Andersson,S. M. Dorney,1,Undirected
L.-E. Andersson,N. F. Stewart,1,Undirected
S. M. Dorney,N. F. Stewart,1,Undirected
M. V. A. Andrade,J. Stolfi,1,Undirected
Jack Scott Snoeyink,D. Scott Andrews,1,Undirected
D. T. Lee,M. Andrews,1,Undirected
Artur Andrzejak,Boris Aronov,1,Undirected
Emo Welzl,Boris Aronov,1,Undirected
Boris Aronov,Raimund Seidel,2,Undirected
Emo Welzl,Artur Andrzejak,1,Undirected
Sariel Har-Peled,Artur Andrzejak,1,Undirected
Artur Andrzejak,Raimund Seidel,1,Undirected
Sariel Har-Peled,Emo Welzl,1,Undirected
Emo Welzl,Raimund Seidel,4,Undirected
Sariel Har-Peled,Raimund Seidel,1,Undirected
C. H. Ang,Hanan Samet,3,Undirected
C. A. Shaffer,Hanan Samet,19,Undirected
C. A. Shaffer,C. H. Ang,1,Undirected
Michel Pocchiola,Pierre Angelier,3,Undirected
Michel Pocchiola,Stephane Riviere,1,Undirected
Pierre Angelier,Stephane Riviere,1,Undirected
Richard E. M. Moore,Ian O. Angell,1,Undirected
T. A. Angelov,I. S. Manoach,1,Undirected
L. G. Valiant,Dana Angluin,1,Undirected
Jeffery Westbrook,Dana Angluin,1,Undirected
Dana Angluin,Wenhong Zhu,1,Undirected
Jeffery Westbrook,Wenhong Zhu,1,Undirected
Bianca Falcidieno,S. Ansaldi,2,Undirected
Leila de Floriani,S. Ansaldi,2,Undirected
Leila de Floriani,Bianca Falcidieno,11,Undirected
N. Biggs,M. Anthony,1,Undirected
Christopher M. Gold,Francois Anton,3,Undirected
Francois Anton,Darka Mioc,2,Undirected
Jack Scott Snoeyink,Christopher M. Gold,1,Undirected
Jack Scott Snoeyink,Francois Anton,1,Undirected
Yasukazu Aoki,Keiko Imai,1,Undirected
Hiroshi Imai,Keiko Imai,13,Undirected
David H. Rappaport,Keiko Imai,1,Undirected
Yasukazu Aoki,David H. Rappaport,1,Undirected
David H. Rappaport,Hiroshi Imai,3,Undirected
Takeshi Tokuyama,Keiko Imai,2,Undirected
H. Aonuma,Keiko Imai,2,Undirected
Takeshi Tokuyama,H. Aonuma,2,Undirected
Hiroshi Imai,H. Aonuma,3,Undirected
Y. Kambayashi,Hiroshi Imai,1,Undirected
